  79840,0.9999688
  79850,0.9999376
  79870,0.9996258
  79880,0.9994855
  79890,0.9994075
  79920,0.9993919
  79930,0.9993452
  79940,0.9992360
  79950,0.9992049
  79970,0.9991737
  79990,0.9990333
  80030,0.9987683
  80040,0.9987371
  80050,0.9986903
  80060,0.9986124
  80080,0.9985344
  80100,0.9984565
  80110,0.9981758
  80120,0.9980511
  80140,0.9980043
  80150,0.9978796
  80160,0.9977549
  80170,0.9977237
  80220,0.9976146
  80270,0.9975366
  80280,0.9975210
  80290,0.9974586
  80300,0.9973339
  80310,0.9518702
  80320,0.9517922
  80330,0.9516675
  80340,0.9515116
  80350,0.9514180
  80360,0.9512777
  80370,0.9510594
  80380,0.9508411
  80400,0.9496718
  80410,0.9493912
  80420,0.9493756
  80430,0.9492664
  80440,0.9485181
  80450,0.9484557
  80460,0.9484089
  80470,0.9483622
  80480,0.9481127
  80490,0.9480815
  80500,0.9479880
  80510,0.9477073
  80520,0.9470993
  80530,0.9468030
  80540,0.9464912
  80550,0.9461014
  80560,0.9458364
  80570,0.9457117
  80580,0.9452127
  80590,0.9449321
  80600,0.9447138
  80610,0.9445423
  80620,0.9444332
  80630,0.9442617
  80640,0.9441993
  80650,0.9441370
  80660,0.9440434
  80670,0.9439187
  80680,0.9438563
  80690,0.9438095
  80710,0.9437160
  80790,0.9436536
  80800,0.9435133
  80810,0.9434042
  80820,0.9432638
  80830,0.9432327
  80840,0.9431547
  80850,0.9430456
  80860,0.9429053
  80870,0.9424999
  80880,0.9420789
  80890,0.9419542
  80900,0.9417983
  80910,0.9417515
  80920,0.9415800
  80930,0.9414553
  80940,0.9413150
  80950,0.9412682
  80960,0.9409720
  80970,0.9407849
  80980,0.9405978
  80990,0.9399741
  81000,0.9398338
  81010,0.9397558
  81020,0.9395687
  81030,0.9390075
  81040,0.9386489
  81050,0.9381967
  81060,0.9379161
  81070,0.9376822
  81090,0.9375575
  81100,0.9374484
  81110,0.9372613
  81120,0.9370742
  81130,0.9370274
  81140,0.9367935
  81150,0.9366532
  81160,0.9364817
  81170,0.9364349
  81180,0.9363258
  81190,0.9361387
  81200,0.9361075
  81210,0.9360452
  81220,0.9357957
  81240,0.9356086
  81250,0.9355306
  81260,0.9354683
  81270,0.9351876
  81280,0.9351097
  81290,0.9350473
  81300,0.9350317
  81310,0.9349070
  81320,0.9343613
  81330,0.9341898
  81340,0.9332699
  81350,0.9332076
  81360,0.9331608
  81370,0.9329737
  81380,0.9328022
  81390,0.9325839
  81400,0.9325683
  81410,0.9324904
  81420,0.9324592
  81430,0.9323968
  81440,0.9322877
  81450,0.9322253
  81460,0.9321162
  81470,0.9320382
  81480,0.9318667
  81490,0.9318044
  81500,0.9316329
  81510,0.9314614
  81520,0.9313990
  81530,0.9311963
  81540,0.9310872
  81550,0.9309157
  81560,0.9308533
  81580,0.9307130
  81590,0.9306662
  81600,0.9305259
  81610,0.9302764
  81620,0.9302452
  81640,0.9302141
  81650,0.9301673
  81660,0.9300582
  81680,0.9297931
  81690,0.9297307
  81700,0.9296372
  81720,0.9296216
  81730,0.9295125
  81750,0.9294345
  81760,0.9294033
  81770,0.9292162
  81780,0.9291695
  81830,0.9290915
  81840,0.9287797
  81850,0.9286550
  81860,0.9286238
  81880,0.9285146
  81900,0.9283275
  81910,0.9281404
  81920,0.9281249
  81930,0.9280781
  81950,0.9279534
  81980,0.9279378
  81990,0.9271738
  82000,0.9269555
  82010,0.9267217
  82020,0.9266281
  82030,0.9265969
  82040,0.9265657
  82050,0.9264878
  82060,0.9264254
  82070,0.9262851
  82080,0.9262695
  82090,0.9261760
  82100,0.9261604
  82120,0.9261136
  82140,0.9259577
  82150,0.9258797
  82160,0.9258485
  82170,0.9258330
  82240,0.9257862
  82250,0.9256770
  82300,0.9255835
  82320,0.9254432
  82330,0.9254120
  82350,0.9253964
  82370,0.9253652
  82380,0.9253029
  82400,0.9252249
  82410,0.9251002
  82420,0.9250378
  82430,0.9250066
  82450,0.9249443
  82460,0.9248975
  82470,0.9248195
  82490,0.9247728
  82510,0.9247572
  82520,0.9246948
  82540,0.9244609
  82550,0.9243050
  82560,0.9241335
  82570,0.9240400
  82580,0.9240088
  82590,0.9239464
  82610,0.9238841
  82620,0.9237905
  82630,0.9236814
  82640,0.9236346
  82650,0.9235567
  82660,0.9234631
  82670,0.9233696
  82680,0.9232916
  82750,0.9231981
  82760,0.9231201
  82770,0.9227927
  82780,0.9227459
  82790,0.9226680
  82830,0.9224497
  82880,0.9223250
  82930,0.9222938
  83020,0.9222470
  83040,0.9222314
  83050,0.9222158
  83060,0.9221534
  83070,0.9217949
  83090,0.9216701
  83110,0.9214207
  83120,0.9214051
  83130,0.9212336
  83140,0.9212180
  83150,0.9212024
  83170,0.9211868
  83180,0.9210933
  83190,0.9205943
  83210,0.9205787
  83230,0.9205632
  83240,0.9204696
  83260,0.9204540
  83270,0.9202825
  83280,0.9202669
  83290,0.9202513
  83300,0.9197368
  83310,0.9197056
  83320,0.9194094
  83360,0.9193159
  83370,0.9192691
  83400,0.9192223
  83410,0.9191911
  83480,0.9191599
  83490,0.9191132
  83500,0.9190820
  83510,0.9189417
  83530,0.9188793
  83540,0.9187390
  83560,0.9187078
  83580,0.9186610
  83590,0.9183960
  83600,0.9183492
  83620,0.9183180
  83640,0.9182089
  83650,0.9179438
  83670,0.9179282
  83680,0.9178503
  83690,0.9177412
  83700,0.9176320
  83710,0.9175697
  83720,0.9175541
  83740,0.9175229
  83780,0.9174605
  83790,0.9173046
  83810,0.9172422
  83830,0.9171955
  83840,0.9170707
  83870,0.9168213
  83880,0.9163535
  83890,0.9161976
  83930,0.9161041
  83970,0.9160573
  83980,0.9159949
  84000,0.9159170
  84010,0.9158390
  84020,0.9158234
  84040,0.9158079
  84050,0.9157299
  84070,0.9157143
